Filename, Success, bbox_x1, bbox_y1, bbox_x2, bbox_y2, score
2_s2_fi2_fu2_b0_l0, 1, 1045,  626, 1112,  689, 0.57
2_s2_fi3_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
2_s2_fi3_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
2_s2_fi0_fu0_b0_l1, 1, 1046,  627, 1114,  685, 0.54
2_s2_fi1_fu1_b0_l1, 1, 1044,  628, 1115,  689, 0.64
2_s2_fi1_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
2_s2_fi2_fu1_b0_l1, 1, 1044,  628, 1114,  689, 0.57
2_s2_fi2_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
2_s2_fi3_fu1_b0_l1, 1, 1046,  629, 1114,  688, 0.63
2_s2_fi3_fu2_b0_l1, 1, 1046,  627, 1114,  685, 0.56
2_s2_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
2_s2_fi1_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
2_s2_fi1_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
2_s2_fi2_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
2_s2_fi2_fu2_b1_l0, 1, 1045,  627, 1114,  687, 0.64
2_s2_fi3_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
2_s2_fi3_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
2_s2_fi0_fu0_b1_l1, 1, 1044,  626, 1114,  687, 0.59
2_s2_fi1_fu1_b1_l1, 1, 1046,  627, 1114,  685, 0.66
2_s2_fi1_fu2_b1_l1, 1, 1045,  627, 1114,  685, 0.67
2_s2_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
2_s2_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
2_s2_fi3_fu1_b1_l1, 1, 1045,  627, 1114,  687, 0.69
2_s2_fi3_fu2_b1_l1, 1, 1045,  627, 1114,  686, 0.71
3_s0_fi0_fu0_b0_l0, 1,  699,  545,  742,  610, 0.99
3_s0_fi1_fu1_b0_l0, 1,  713,  547,  752,  611, 0.99
3_s0_fi1_fu2_b0_l0, 1,  707,  544,  749,  604, 0.99
3_s0_fi2_fu1_b0_l0, 1,  696,  540,  738,  603, 1.00
3_s0_fi2_fu2_b0_l0, 1,  703,  544,  744,  605, 0.99
3_s0_fi3_fu1_b0_l0, 1,  688,  541,  729,  602, 1.00
3_s0_fi3_fu2_b0_l0, 1,  696,  547,  737,  609, 0.99
3_s0_fi0_fu0_b0_l1, 1,  685,  549,  729,  608, 0.97
3_s0_fi1_fu1_b0_l1, 1,  681,  548,  722,  586, 0.98
3_s0_fi1_fu2_b0_l1, 1,  684,  544,  726,  585, 0.99
3_s0_fi2_fu1_b0_l1, 1,  688,  547,  729,  586, 0.97
3_s0_fi2_fu2_b0_l1, 1,  550,  527,  643,  642, 0.94
3_s0_fi3_fu1_b0_l1, 1,  687,  549,  728,  605, 0.96
3_s0_fi3_fu2_b0_l1, 1,  687,  549,  728,  584, 0.98
3_s0_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
3_s0_fi1_fu1_b1_l0, 1,  636,  555,  735,  678, 0.76
3_s0_fi1_fu2_b1_l0, 1,  647,  553,  744,  668, 0.61
3_s0_fi2_fu1_b1_l0, 1,  644,  551,  746,  677, 0.55
3_s0_fi2_fu2_b1_l0, 1,  636,  551,  737,  670, 0.74
3_s0_fi3_fu1_b1_l0, 1,  645,  553,  752,  681, 0.71
3_s0_fi3_fu2_b1_l0, 1,  637,  546,  726,  673, 0.92
3_s0_fi0_fu0_b1_l1, 1,  726,  579,  775,  647, 0.96
3_s0_fi1_fu1_b1_l1, 1,  589,  556,  676,  680, 0.99
3_s0_fi1_fu2_b1_l1, 1,  581,  559,  666,  682, 0.99
3_s0_fi2_fu1_b1_l1, 1,  596,  559,  681,  683, 0.99
3_s0_fi2_fu2_b1_l1, 1,  603,  551,  687,  672, 0.98
3_s0_fi3_fu1_b1_l1, 1,  601,  558,  685,  678, 0.99
3_s0_fi3_fu2_b1_l1, 1,  600,  554,  684,  676, 0.99
3_s1_fi0_fu0_b0_l0, 1,  661,  499,  701,  556, 0.99
3_s1_fi1_fu1_b0_l0, 1,  543,  493,  618,  587, 0.99
3_s1_fi1_fu2_b0_l0, 1,  682,  486,  727,  541, 0.93
3_s1_fi2_fu1_b0_l0, 1,  722,  505,  772,  567, 0.91
3_s1_fi2_fu2_b0_l0, 1, 1047,  626, 1113,  691, 0.77
3_s1_fi3_fu1_b0_l0, 1,  593,  506,  675,  610, 0.97
3_s1_fi3_fu2_b0_l0, 1, 1045,  626, 1112,  691, 0.75
3_s1_fi0_fu0_b0_l1, 1,  709,  534,  764,  600, 0.90
3_s1_fi1_fu1_b0_l1, 1,  626,  514,  712,  623, 0.89
3_s1_fi1_fu2_b0_l1, 1,  639,  516,  734,  627, 0.81
3_s1_fi2_fu1_b0_l1, 1,  643,  520,  747,  628, 0.75
3_s1_fi2_fu2_b0_l1, 1,  733,  528,  784,  593, 0.85
3_s1_fi3_fu1_b0_l1, 1,  743,  526,  792,  594, 0.96
3_s1_fi3_fu2_b0_l1, 1, 1044,  628, 1115,  689, 0.76
3_s1_fi0_fu0_b1_l0, 1,  716,  503,  757,  565, 0.72
3_s1_fi1_fu1_b1_l0, 1, 1048,  627, 1113,  689, 0.84
3_s1_fi1_fu2_b1_l0, 1,  625,  503,  715,  608, 0.90
3_s1_fi2_fu1_b1_l0, 1,  641,  504,  735,  618, 0.94
3_s1_fi2_fu2_b1_l0, 1,  634,  515,  730,  623, 0.92
3_s1_fi3_fu1_b1_l0, 1,  629,  503,  723,  615, 0.98
3_s1_fi3_fu2_b1_l0, 1,  638,  505,  734,  614, 0.90
3_s1_fi0_fu0_b1_l1, 1,  697,  528,  749,  570, 0.54
3_s1_fi1_fu1_b1_l1, 1,  718,  528,  773,  593, 0.95
3_s1_fi1_fu2_b1_l1, 1,  600,  531,  685,  642, 0.93
3_s1_fi2_fu1_b1_l1, 1,  605,  536,  701,  654, 0.85
3_s1_fi2_fu2_b1_l1, 1,  599,  522,  691,  633, 0.88
3_s1_fi3_fu1_b1_l1, 1,  576,  503,  676,  614, 0.90
3_s1_fi3_fu2_b1_l1, 1,  589,  523,  682,  641, 0.65
3_s2_fi0_fu0_b0_l0, 1, 1209,  547, 1277,  714, 0.54
3_s2_fi1_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
3_s2_fi1_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
3_s2_fi2_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
3_s2_fi2_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
3_s2_fi3_fu1_b0_l0, 1, 1210,  549, 1278,  714, 0.50
3_s2_fi3_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
3_s2_fi0_fu0_b0_l1, 1, 1046,  627, 1114,  683, 0.55
3_s2_fi1_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
3_s2_fi1_fu2_b0_l1, 1, 1045,  627, 1114,  689, 0.62
3_s2_fi2_fu1_b0_l1, 1, 1044,  626, 1114,  687, 0.50
3_s2_fi2_fu2_b0_l1, 1, 1046,  627, 1114,  685, 0.60
3_s2_fi3_fu1_b0_l1, 1, 1045,  627, 1115,  687, 0.77
3_s2_fi3_fu2_b0_l1, 1, 1046,  629, 1114,  686, 0.69
3_s2_fi0_fu0_b1_l0, 1, 1043,  628, 1113,  691, 0.60
3_s2_fi1_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
3_s2_fi1_fu2_b1_l0, 1, 1047,  627, 1113,  692, 0.54
3_s2_fi2_fu1_b1_l0, 1, 1042,  627, 1113,  691, 0.76
3_s2_fi2_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
3_s2_fi3_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
3_s2_fi3_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
3_s2_fi0_fu0_b1_l1, 1, 1045,  627, 1114,  686, 0.56
3_s2_fi1_fu1_b1_l1, 1, 1046,  627, 1114,  684, 0.60
3_s2_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
3_s2_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
3_s2_fi2_fu2_b1_l1, 1, 1046,  626, 1115,  687, 0.75
3_s2_fi3_fu1_b1_l1, 1, 1046,  628, 1114,  687, 0.53
3_s2_fi3_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
4_s0_fi0_fu0_b0_l0, 1,  689,  542,  742,  612, 1.00
4_s0_fi1_fu1_b0_l0, 1,  706,  539,  760,  607, 1.00
4_s0_fi1_fu2_b0_l0, 1,  695,  538,  750,  607, 0.99
4_s0_fi2_fu1_b0_l0, 1,  697,  540,  751,  609, 0.99
4_s0_fi2_fu2_b0_l0, 1,  681,  546,  734,  614, 0.99
4_s0_fi3_fu1_b0_l0, 1,  691,  543,  745,  611, 0.99
4_s0_fi3_fu2_b0_l0, 1,  689,  538,  741,  605, 1.00
4_s0_fi0_fu0_b0_l1, 1, 1047,  628, 1113,  686, 0.66
4_s0_fi1_fu1_b0_l1, 1,  688,  544,  740,  612, 0.99
4_s0_fi1_fu2_b0_l1, 1,  688,  541,  741,  609, 1.00
4_s0_fi2_fu1_b0_l1, 1,  688,  539,  741,  606, 0.99
4_s0_fi2_fu2_b0_l1, 1,  687,  544,  740,  611, 1.00
4_s0_fi3_fu1_b0_l1, 1,  699,  542,  754,  610, 0.99
4_s0_fi3_fu2_b0_l1, 1,  677,  544,  731,  612, 0.99
4_s0_fi0_fu0_b1_l0, 1,  690,  549,  746,  621, 1.00
4_s0_fi1_fu1_b1_l0, 1,  764,  566,  822,  640, 0.99
4_s0_fi1_fu2_b1_l0, 1,  766,  573,  823,  647, 0.99
4_s0_fi2_fu1_b1_l0, 1,  768,  572,  827,  652, 0.99
4_s0_fi2_fu2_b1_l0, 1,  778,  563,  832,  637, 0.99
4_s0_fi3_fu1_b1_l0, 1,  781,  573,  844,  653, 0.98
4_s0_fi3_fu2_b1_l0, 1,  773,  563,  830,  638, 0.99
4_s0_fi0_fu0_b1_l1, 1,  738,  577,  797,  652, 0.99
4_s0_fi1_fu1_b1_l1, 1,  720,  574,  784,  648, 0.99
4_s0_fi1_fu2_b1_l1, 1,  736,  577,  797,  653, 0.99
4_s0_fi2_fu1_b1_l1, 1,  717,  576,  779,  652, 0.99
4_s0_fi2_fu2_b1_l1, 1,  720,  581,  784,  657, 0.99
4_s0_fi3_fu1_b1_l1, 1,  714,  575,  779,  651, 0.99
4_s0_fi3_fu2_b1_l1, 1,  719,  579,  781,  654, 0.99
4_s1_fi0_fu0_b0_l0, 1,  662,  500,  707,  553, 0.83
4_s1_fi1_fu1_b0_l0, 1,  564,  506,  636,  604, 0.98
4_s1_fi1_fu2_b0_l0, 1,  716,  494,  770,  558, 0.97
4_s1_fi2_fu1_b0_l0, 1,  732,  488,  784,  545, 0.98
4_s1_fi2_fu2_b0_l0, 1,  726,  470,  782,  538, 0.98
4_s1_fi3_fu1_b0_l0, 1,  724,  488,  776,  552, 0.96
4_s1_fi3_fu2_b0_l0, 1,  702,  492,  752,  549, 0.95
4_s1_fi0_fu0_b0_l1, 1,  720,  508,  776,  575, 0.97
4_s1_fi1_fu1_b0_l1, 1,  734,  524,  792,  594, 0.99
4_s1_fi1_fu2_b0_l1, 1,  735,  520,  798,  589, 0.98
4_s1_fi2_fu1_b0_l1, 1,  732,  516,  787,  582, 0.99
4_s1_fi2_fu2_b0_l1, 1,  726,  514,  780,  582, 0.97
4_s1_fi3_fu1_b0_l1, 1,  724,  523,  783,  595, 0.99
4_s1_fi3_fu2_b0_l1, 1,  730,  516,  787,  584, 0.99
4_s1_fi0_fu0_b1_l0, 1,  713,  491,  770,  562, 0.99
4_s1_fi1_fu1_b1_l0, 1,  736,  487,  794,  561, 0.99
4_s1_fi1_fu2_b1_l0, 1,  734,  513,  793,  583, 0.99
4_s1_fi2_fu1_b1_l0, 1,  738,  503,  796,  574, 0.99
4_s1_fi2_fu2_b1_l0, 1,  748,  527,  802,  596, 0.99
4_s1_fi3_fu1_b1_l0, 1,  735,  511,  799,  579, 0.99
4_s1_fi3_fu2_b1_l0, 1,  732,  516,  791,  590, 0.99
4_s1_fi0_fu0_b1_l1, 1, 1044,  627, 1114,  687, 0.62
4_s1_fi1_fu1_b1_l1, 1,  727,  535,  790,  606, 0.97
4_s1_fi1_fu2_b1_l1, 1,  617,  537,  709,  646, 0.90
4_s1_fi2_fu1_b1_l1, 1,  730,  520,  787,  591, 0.99
4_s1_fi2_fu2_b1_l1, 1,  726,  533,  787,  606, 0.98
4_s1_fi3_fu1_b1_l1, 1,  722,  525,  785,  598, 0.99
4_s1_fi3_fu2_b1_l1, 1,  720,  535,  780,  604, 0.92
4_s2_fi0_fu0_b0_l0, 1, 1044,  626, 1112,  691, 0.69
4_s2_fi1_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
4_s2_fi1_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
4_s2_fi2_fu1_b0_l0, 1, 1046,  627, 1112,  688, 0.54
4_s2_fi2_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
4_s2_fi3_fu1_b0_l0, 1, 1046,  625, 1113,  690, 0.55
4_s2_fi3_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
4_s2_fi0_fu0_b0_l1, 1, 1044,  627, 1114,  689, 0.60
4_s2_fi1_fu1_b0_l1, 1, 1211,  548, 1277,  715, 0.57
4_s2_fi1_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
4_s2_fi2_fu1_b0_l1, 1, 1046,  627, 1114,  684, 0.52
4_s2_fi2_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
4_s2_fi3_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
4_s2_fi3_fu2_b0_l1, 1, 1042,  628, 1113,  688, 0.53
4_s2_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
4_s2_fi1_fu1_b1_l0, 1, 1046,  626, 1113,  689, 0.56
4_s2_fi1_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
4_s2_fi2_fu1_b1_l0, 1, 1045,  627, 1113,  691, 0.53
4_s2_fi2_fu2_b1_l0, 1, 1047,  627, 1113,  689, 0.53
4_s2_fi3_fu1_b1_l0, 1, 1048,  627, 1113,  687, 0.50
4_s2_fi3_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
4_s2_fi0_fu0_b1_l1, 1, 1047,  626, 1114,  683, 0.50
4_s2_fi1_fu1_b1_l1, 1, 1047,  627, 1114,  684, 0.56
4_s2_fi1_fu2_b1_l1, 1, 1046,  628, 1115,  687, 0.64
4_s2_fi2_fu1_b1_l1, 1, 1212,  549, 1277,  714, 0.51
4_s2_fi2_fu2_b1_l1, 1, 1048,  626, 1115,  685, 0.67
4_s2_fi3_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
4_s2_fi3_fu2_b1_l1, 1, 1046,  627, 1114,  684, 0.75
5_s0_fi0_fu0_b0_l0, 1,  691,  517,  746,  611, 0.97
5_s0_fi1_fu1_b0_l0, 1,  682,  520,  735,  613, 0.95
5_s0_fi1_fu2_b0_l0, 1,  690,  512,  745,  609, 0.98
5_s0_fi2_fu1_b0_l0, 1,  680,  518,  734,  610, 0.98
5_s0_fi2_fu2_b0_l0, 1,  583,  523,  683,  632, 0.98
5_s0_fi3_fu1_b0_l0, 1,  580,  529,  681,  641, 0.98
5_s0_fi3_fu2_b0_l0, 1,  563,  531,  653,  645, 0.99
5_s0_fi0_fu0_b0_l1, 1,  697,  522,  755,  619, 0.98
5_s0_fi1_fu1_b0_l1, 1,  586,  520,  680,  628, 0.98
5_s0_fi1_fu2_b0_l1, 1,  687,  522,  745,  618, 0.98
5_s0_fi2_fu1_b0_l1, 1,  672,  518,  732,  614, 0.98
5_s0_fi2_fu2_b0_l1, 1,  697,  522,  752,  614, 0.98
5_s0_fi3_fu1_b0_l1, 1,  680,  521,  737,  618, 0.98
5_s0_fi3_fu2_b0_l1, 1,  586,  528,  663,  640, 0.99
5_s0_fi0_fu0_b1_l0, 1,  687,  521,  745,  626, 0.89
5_s0_fi1_fu1_b1_l0, 1,  761,  535,  821,  641, 0.99
5_s0_fi1_fu2_b1_l0, 1,  772,  544,  833,  656, 0.94
